PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,HasCabin,Deck
255,1,1,Miss. Bishop,female,18.963454972907147,0,0,PC 12669,34.4527344255354,Q,0,Unknown
256,0,3,Miss. Dagmar Bryhl,female,22.30744629656064,0,0,PC 59427,3.250365354183401,Q,1,G
257,0,3,Mrs. Leah Rosen,female,14.433422796975568,0,0,PC 91617,5.146898414035487,S,0,Unknown
258,0,3,Miss. Dagmar Bryhl,female,5.626605360587512,0,1,PC 22938,2.6994288946392726,C,0,Unknown
259,1,3,Mrs. Bridget OBrien,female,31.50101389795871,8,0,PC 15717,31.81047009929821,S,1,C
260,1,1,Miss. Bishop,female,27.411824508686,0,1,PC 87818,42.51643685938743,S,0,Unknown
261,1,3,Miss. Dagmar Bryhl,female,19.20894379411086,1,0,PC 57659,3.8552832780162194,S,0,Unknown
262,0,3,Mrs. Bridget OBrien,female,16.057616863525425,0,0,PC 74575,13.893017272044546,S,0,Unknown
263,1,1,Miss. Bishop,female,40.33066154243458,1,0,PC 89737,32.46190688362401,S,0,Unknown
264,0,3,Mr. Johan Larsson,male,47.426364047080654,0,0,PC 26289,18.689771354971644,S,1,D
265,0,3,Mrs. Leah Rosen,female,29.746282488215805,1,0,PC 34406,48.60857976741909,S,1,E
266,0,3,Mr. Ali Hassan,male,8.732497152488857,0,2,PC 22873,7.895492459944534,S,0,Unknown
267,1,3,Mrs. Anna Sage,female,25.64706241491418,0,1,PC 92048,27.037246773444284,S,1,B
268,0,3,Miss. Dagmar Bryhl,female,32.552179572564896,0,0,PC 33461,11.431215554246895,S,0,Unknown
269,0,2,Rev. Robert Bateman,male,24.31695398785016,0,0,PC 30710,3.541105847435877,S,0,Unknown
270,1,2,Mrs. Esther Hart,female,25.675005366692524,0,2,PC 95488,24.285112640411583,S,0,Unknown
271,0,3,Mr. Patrick Murphy,male,29.843532548220768,0,0,PC 23448,9.869257311465908,S,1,B
272,1,3,Mr. Johan Larsson,male,24.57635877217575,0,0,PC 25198,14.406324753153964,S,0,Unknown
273,1,3,Mrs. Bridget OBrien,female,42.04826526914827,1,0,PC 83158,30.20079017845597,S,0,Unknown
274,0,3,Mr. Patrick Murphy,male,30.556730538946148,0,2,PC 77938,7.9541489729011134,S,0,Unknown
275,0,3,Miss. Dagmar Bryhl,female,21.35349110194418,0,0,PC 60799,31.70770763478692,S,1,E
276,0,3,Mrs. Leah Rosen,female,24.350378477527656,1,0,PC 44961,19.028943872448764,S,0,Unknown
277,0,3,Mr. Patrick Murphy,male,49.32380902373597,0,2,PC 53007,9.187396021909292,C,0,Unknown
278,0,3,Mr. Patrick Murphy,male,29.843532548220768,0,0,PC 75470,12.663988060614734,S,0,Unknown
279,0,3,Mr. Patrick Murphy,male,19.98825752794912,0,0,PC 62256,5.396483375117449,S,0,Unknown
280,0,3,Mr. Patrick Murphy,male,25.6482565823803,3,0,PC 30739,56.31123751453888,S,0,Unknown
281,1,3,Miss. Mary Kelly,female,20.73351826998334,1,1,PC 94054,15.079150080930214,S,0,Unknown
282,0,2,Mr. Charles Aldworth,male,48.25809993988304,1,0,PC 68186,0.9281296803899496,S,0,Unknown
283,0,2,Mr. Thomas Byles,male,42.51417898840724,0,5,PC 36547,8.185779869048824,S,0,Unknown
284,1,1,Major Fortescue,male,25.37802977607908,1,0,PC 95823,82.01293643270428,S,0,Unknown
285,0,3,Mr. Ali Hassan,male,65.22235708462838,0,0,PC 61431,0.794356464540394,Q,1,C
286,1,1,Miss. Charlotte Cardeza,female,31.626811239528426,0,5,PC 35476,2.030619626520074,S,1,G
287,0,3,Mr. Ali Hassan,male,52.54552981977264,0,0,PC 88411,8.190970708258977,S,0,Unknown
288,0,3,Miss. Dagmar Bryhl,female,50.28314921009901,0,0,PC 20686,5.541661544997176,S,0,Unknown
289,0,2,Mr. George Harris,male,33.725651742077495,0,0,PC 27536,11.93944745721348,Q,1,C
290,1,3,Mrs. Anna Sage,female,15.633224880211037,0,0,PC 44062,4.175093360984671,C,0,Unknown
291,0,1,Major Fortescue,male,28.749151576099862,0,0,PC 58216,15.118789025469974,S,0,Unknown
292,1,1,Mr. William Sloper,male,19.659587335060134,0,0,PC 35041,98.14756795166244,C,1,C
293,1,3,Mrs. Bridget OBrien,female,35.42897589684989,1,0,PC 41653,9.901298009555097,S,0,Unknown
294,1,2,Mr. Charles Aldworth,male,32.87243854345679,0,1,PC 31673,4.623062112916068,C,0,Unknown
295,1,1,Miss. Charlotte Cardeza,female,30.92168083271144,1,0,PC 20367,32.34494576081911,C,0,Unknown
296,0,3,Mrs. Bridget OBrien,female,27.826502137492653,0,6,PC 29629,12.275438391312068,S,0,Unknown
297,1,3,Mr. Mustafa Ozkan,male,32.22173881995891,1,0,PC 98636,1.0270988540768593,S,0,Unknown
298,1,1,Dr. Arthur Jackson,male,29.343990111089028,0,0,PC 82190,13.400263820847655,S,0,Unknown
299,0,3,Mrs. Leah Rosen,female,27.826502137492653,0,0,PC 35063,1.0421137025953853,S,0,Unknown
300,0,1,Col. John Weir,male,20.59904381583309,0,0,PC 29322,140.53222531291996,S,1,A
301,0,1,Major Fortescue,male,16.861084422662987,0,0,PC 94546,117.26215449539797,C,0,Unknown
302,1,3,Mr. Olaf Dahl,male,40.53617571328125,1,1,PC 22693,19.17499506496192,S,0,Unknown
303,0,3,Mr. Ali Hassan,male,26.01713052442339,0,2,PC 19241,17.261003641662608,S,0,Unknown
304,0,3,Mr. Olaf Dahl,male,30.98083235427128,0,2,PC 39778,15.163187455271432,S,0,Unknown
305,0,3,Miss. Dagmar Bryhl,female,27.826502137492653,1,0,PC 22651,8.87976948910208,S,0,Unknown
306,1,3,Mrs. Bridget OBrien,female,44.96257873603663,0,1,PC 35966,14.083594350580498,S,0,Unknown
307,1,3,Miss. Mary Kelly,female,36.46935243637171,0,0,PC 19275,0.5358992768792922,S,0,Unknown
308,1,2,Mrs. Esther Hart,female,29.293673257272097,0,0,PC 55606,20.10891594841309,S,0,Unknown
309,0,3,Mr. Mustafa Ozkan,male,27.320837231410135,0,1,PC 11658,20.61202226772039,S,0,Unknown
310,0,2,Mrs. Ethel Beane,female,18.68538093866344,0,0,PC 82468,14.362988076724005,S,0,Unknown
311,0,2,Rev. Robert Bateman,male,20.81894410873011,0,0,PC 24248,9.157870586178577,Q,0,Unknown
312,0,1,Capt. Edward Smith,male,12.513113090897445,8,0,PC 34437,27.294662557423745,S,1,E
313,0,1,Mr. William Sloper,male,36.79637656319796,0,0,PC 49727,86.47507424066865,S,0,Unknown
314,0,3,Mr. Patrick Murphy,male,29.843532548220768,0,0,PC 28201,16.1695644592363,S,0,Unknown
315,1,3,Miss. Mary Kelly,female,39.04374529846272,0,0,PC 51150,28.053376869517763,S,0,Unknown
316,1,3,Miss. Mary Kelly,female,27.826502137492653,1,4,PC 99891,5.741097349551594,S,1,D
317,0,2,Mr. Charles Aldworth,male,51.01702763732651,1,0,PC 24999,30.401810381610304,S,0,Unknown
318,0,1,Major Fortescue,male,23.906036614468217,0,0,PC 16376,69.22160515432873,S,0,Unknown
319,1,1,Lady Duff-Gordon,female,34.86655841761273,1,0,PC 61673,180.11152355518908,C,0,Unknown
320,0,2,Mr. Henry Reg,male,14.846331611376876,0,0,PC 13476,15.532830747129944,S,0,Unknown
321,0,3,Mr. Ali Hassan,male,45.97118926542504,0,0,PC 79902,9.987895522697546,S,0,Unknown
322,0,3,Mr. Johan Larsson,male,37.62462504455547,0,0,PC 87994,11.815684616788252,C,0,Unknown
323,1,3,Mrs. Anna Sage,female,24.38014409266301,0,1,PC 72878,18.954765489294548,S,0,Unknown
324,1,2,Miss. Nora Keane,female,22.34871294862286,0,2,PC 30615,69.21257443764381,S,0,Unknown
325,0,3,Mr. Mustafa Ozkan,male,29.843532548220768,1,1,PC 21164,1.0468117358035165,S,1,D
326,1,3,Mr. Patrick Murphy,male,45.91229228179351,0,1,PC 49316,0.7523384670619898,S,0,Unknown
327,0,3,Mrs. Bridget OBrien,female,18.74625848512241,3,0,PC 78560,37.99550390012822,C,0,Unknown
328,1,3,Miss. Mary Kelly,female,27.826502137492653,0,1,PC 39559,10.340184500379848,S,0,Unknown
329,0,2,Mr. Thomas Byles,male,21.96459536103192,0,0,PC 72968,19.75318337039492,C,0,Unknown
330,1,2,Miss. Kate Buss,female,29.930379863891222,0,0,PC 76800,13.632981393882622,Q,1,B
331,0,2,Rev. Robert Bateman,male,20.946851138276894,0,0,PC 19047,2.0355957050677027,Q,0,Unknown
332,1,3,Mr. Olaf Dahl,male,15.137251167552884,0,0,PC 54985,20.021224296880828,C,1,E
333,1,1,Mrs. Margaret Brown,female,37.95927413092505,0,0,PC 82123,115.52134523538672,S,0,Unknown
334,0,1,Major Fortescue,male,29.343990111089028,0,2,PC 16577,31.3769664798606,S,1,B
335,0,1,Capt. Edward Smith,male,36.981352587797005,0,0,PC 93171,30.71276138012682,S,0,Unknown
336,0,1,Mr. William Sloper,male,29.343990111089028,1,0,PC 13870,152.81114457606688,S,0,Unknown
337,0,3,Mr. Olaf Dahl,male,63.19197499189367,0,0,PC 44094,1.0289877697564422,C,1,B
338,1,3,Mrs. Leah Rosen,female,57.4588037499874,0,0,PC 65329,29.17436613270537,S,0,Unknown
339,0,3,Mr. Johan Larsson,male,57.75225516744622,0,0,PC 19217,4.063474909753509,Q,0,Unknown
340,1,1,Miss. Bishop,female,22.09323951639809,2,0,PC 93138,75.5079880329162,C,1,C
341,1,3,Mr. Patrick Murphy,male,38.146298337768044,1,0,PC 76141,37.65830307925877,Q,1,D
342,0,3,Mr. Patrick Murphy,male,30.11401359008775,0,0,PC 32343,15.53010416167885,C,0,Unknown
343,1,1,Mr. William Sloper,male,29.869910184803253,0,1,PC 60822,44.954215059468666,S,0,Unknown
344,1,2,Miss. Nora Keane,female,45.14269011247946,0,0,PC 23003,24.21240823583228,S,1,A
345,0,2,Mr. Henry Reg,male,35.74049086833393,4,0,PC 69538,8.726363380207273,S,0,Unknown
346,0,3,Mrs. Leah Rosen,female,27.15140514442117,0,0,PC 42089,4.448438539789343,S,0,Unknown
347,1,3,Mr. Ali Hassan,male,29.843532548220768,0,0,PC 63595,78.21026289505402,S,0,Unknown
348,1,1,Miss. Charlotte Cardeza,female,35.877566943012404,0,1,PC 93197,116.71466453757634,C,1,D
349,0,2,Mr. Henry Reg,male,25.598539624234085,0,0,PC 92318,21.421374389741032,C,0,Unknown
350,0,3,Mrs. Bridget OBrien,female,45.04454575026231,3,0,PC 40029,6.013671475488416,S,1,A
351,1,3,Mrs. Anna Sage,female,44.419363683608026,0,1,PC 89023,0.6906217479979915,S,0,Unknown
352,1,3,Mrs. Leah Rosen,female,33.57114060014223,0,0,PC 61324,0.4322262924545473,S,0,Unknown
353,1,3,Miss. Dagmar Bryhl,female,16.732763381306228,0,0,PC 61962,11.067446523269156,S,0,Unknown
354,1,1,Miss. Bishop,female,27.411824508686,1,0,PC 49042,120.59225624205672,S,0,Unknown
355,0,1,Mr. William Sloper,male,58.833760680399216,1,2,PC 97601,64.75119388818247,S,0,Unknown
356,0,3,Mr. Olaf Dahl,male,35.34182471736064,0,1,PC 86380,25.17375329815507,S,0,Unknown
357,0,1,Col. John Weir,male,49.03491198137112,0,0,PC 94859,2.8558294689521477,S,1,F
358,1,3,Miss. Mary Kelly,female,17.11929013160929,1,0,PC 55957,6.259437786730957,S,0,Unknown
359,0,3,Mr. Mustafa Ozkan,male,80.0,0,0,PC 92864,3.707076256201119,S,0,Unknown
360,1,3,Mrs. Leah Rosen,female,11.562437602348314,0,2,PC 53739,8.122606873044324,S,1,F
361,0,2,Mr. George Harris,male,35.58031945896097,0,2,PC 48733,1.5551749489435445,S,0,Unknown
362,0,3,Mr. Ali Hassan,male,29.843532548220768,4,0,PC 55389,42.2231226911705,S,0,Unknown
363,0,3,Mr. Ali Hassan,male,45.04381857880243,0,1,PC 39715,3.461218472904859,Q,0,Unknown
364,1,3,Mrs. Leah Rosen,female,18.78419379822105,1,0,PC 49116,35.00350133149938,S,1,E
365,0,3,Mr. Patrick Murphy,male,26.112736658592524,1,0,PC 66922,7.602674697390175,S,1,B
366,0,2,Mr. George Harris,male,32.5266014636369,0,0,PC 66251,87.67013823648853,C,0,Unknown
367,0,3,Mr. Ali Hassan,male,39.68842183264313,0,0,PC 71794,11.063671190056876,S,0,Unknown
368,0,3,Mr. Mustafa Ozkan,male,25.897262879012292,0,2,PC 27580,36.59584339652911,Q,0,Unknown
369,0,1,Col. John Weir,male,30.837025166941476,0,0,PC 10823,0.4505210433614317,S,0,Unknown
370,0,1,Col. John Weir,male,29.343990111089028,0,0,PC 17084,115.85903988487574,S,0,Unknown
371,1,1,Miss. Charlotte Cardeza,female,28.98043719667782,0,2,PC 87991,196.0195972395533,S,0,Unknown
372,1,1,Mr. William Sloper,male,29.343990111089028,1,2,PC 20607,12.641833712999224,S,0,Unknown
373,0,1,Col. John Weir,male,29.343990111089028,3,0,PC 92455,8.489472163145079,S,0,Unknown
374,0,3,Mr. Mustafa Ozkan,male,32.68620016383006,0,0,PC 94930,7.571198447412287,S,0,Unknown
375,0,1,Dr. Arthur Jackson,male,32.19127211117257,0,0,PC 86355,227.91277105947196,S,0,Unknown
376,0,2,Mr. Henry Reg,male,20.22141175613773,0,0,PC 21969,16.181820711087113,S,0,Unknown
377,0,3,Mr. Patrick Murphy,male,25.759395952356968,0,2,PC 73059,10.269867925494925,S,0,Unknown
378,1,1,Dr. Arthur Jackson,male,11.030522759943016,1,2,PC 27333,12.779187765376886,S,0,Unknown
379,0,3,Mr. Ali Hassan,male,25.112433608129223,0,0,PC 87236,0.0108205740209953,S,0,Unknown
380,1,2,Mrs. Esther Hart,female,11.224482995044548,0,0,PC 46668,34.392404128711334,S,0,Unknown
381,1,1,Miss. Bishop,female,22.419421967757145,1,0,PC 21945,7.69850841696713,S,0,Unknown
382,1,3,Mrs. Bridget OBrien,female,16.79757965297224,0,2,PC 56526,13.76455026834571,S,0,Unknown
383,0,3,Mr. Mustafa Ozkan,male,19.24733747549358,0,0,PC 57717,33.710245654262394,S,0,Unknown
384,1,3,Mr. Johan Larsson,male,49.761368834956585,0,0,PC 69426,3.206037678477506,S,0,Unknown
385,0,3,Mr. Johan Larsson,male,29.843532548220768,0,0,PC 94166,14.993821362607225,S,0,Unknown
386,0,3,Mr. Mustafa Ozkan,male,23.364633065580914,0,0,PC 98896,1.1229618465227773,S,0,Unknown
387,1,2,Mrs. Ethel Beane,female,32.528358851303096,1,0,PC 88349,19.16246475798929,Q,0,Unknown
388,0,1,Col. John Weir,male,9.770865159012684,1,0,PC 14601,15.039779641452768,S,0,Unknown
389,0,3,Mr. Johan Larsson,male,29.843532548220768,0,2,PC 22930,18.24333489307681,S,1,E
390,0,3,Mr. Johan Larsson,male,31.177471866303662,2,2,PC 14333,4.910566149232154,S,0,Unknown
391,0,3,Mrs. Leah Rosen,female,16.358158600348325,0,1,PC 80935,8.528052518190169,C,0,Unknown
392,1,2,Mr. Thomas Byles,male,13.282599207816656,1,0,PC 27839,18.937769656853053,S,1,F
393,0,2,Mr. Charles Aldworth,male,25.598539624234085,0,0,PC 61337,3.8888052111406775,Q,1,B
394,0,3,Mr. Johan Larsson,male,9.98006128704442,1,0,PC 50204,18.541482382900107,Q,0,Unknown
395,0,2,Mr. Charles Aldworth,male,23.19962194952442,1,0,PC 30195,7.461397608425061,S,0,Unknown
396,0,3,Mr. Johan Larsson,male,15.270473330799096,0,2,PC 37848,14.875599279611928,Q,0,Unknown
397,0,3,Mr. Mustafa Ozkan,male,7.399174626672021,2,0,PC 99229,2.3606673579525093,S,0,Unknown
398,0,2,Mr. Henry Reg,male,45.33929398098585,1,0,PC 50854,24.11817599536592,C,0,Unknown
399,0,3,Mr. Johan Larsson,male,37.79771272428341,1,2,PC 60998,1.879387346845535,S,0,Unknown
400,0,3,Mr. Mustafa Ozkan,male,29.843532548220768,0,2,PC 77390,7.589874308433618,S,1,C
401,0,1,Major Fortescue,male,29.343990111089028,1,0,PC 41558,23.852955751022836,S,0,Unknown
402,0,3,Mr. Johan Larsson,male,15.283458285622755,1,0,PC 12985,18.90348449220248,C,1,A
403,1,3,Mrs. Anna Sage,female,22.01319789073282,0,0,PC 71794,4.162866753101605,S,0,Unknown
404,1,3,Mrs. Bridget OBrien,female,27.826502137492653,3,0,PC 53585,29.245086012582608,S,1,A
405,1,2,Mr. Thomas Byles,male,24.607025520071645,0,0,PC 94814,46.03598704377434,S,0,Unknown
406,0,3,Mr. Mustafa Ozkan,male,44.01124631475621,0,0,PC 50264,2.996259322472583,S,0,Unknown
407,0,2,Mr. Thomas Byles,male,25.598539624234085,0,2,PC 43326,19.69644087688687,S,1,A
408,1,1,Major Fortescue,male,32.71319447870666,0,0,PC 94816,7.711681609615972,S,0,Unknown
409,0,3,Mrs. Anna Sage,female,27.826502137492653,0,0,PC 69261,6.806424921776248,S,0,Unknown
410,1,1,Capt. Edward Smith,male,29.343990111089028,0,0,PC 44022,104.94915486199125,S,1,G
411,1,2,Mrs. Ethel Beane,female,29.930379863891222,3,0,PC 25667,22.296275650507845,S,1,C
412,0,3,Mr. Ali Hassan,male,37.46673654290932,0,1,PC 28065,13.42642958405157,S,0,Unknown
413,0,3,Mr. Mustafa Ozkan,male,29.843532548220768,0,0,PC 97191,4.54893821559533,S,0,Unknown
414,0,3,Mrs. Bridget OBrien,female,27.826502137492653,0,0,PC 20006,6.505517591893011,Q,0,Unknown
415,0,3,Mrs. Anna Sage,female,17.796662210928282,0,0,PC 81819,1.488359497403929,S,1,A
416,1,3,Mrs. Bridget OBrien,female,19.71689523968885,2,1,PC 55076,17.391900995015707,Q,1,B
417,1,2,Miss. Nora Keane,female,33.22534879479556,0,0,PC 78861,14.509772171531758,C,0,Unknown
418,0,2,Mr. George Harris,male,25.598539624234085,1,1,PC 60393,25.53607784083255,S,0,Unknown
419,1,3,Miss. Dagmar Bryhl,female,27.826502137492653,0,0,PC 13143,3.9219596915646697,S,0,Unknown
420,0,3,Mr. Olaf Dahl,male,16.972294934138397,0,0,PC 67505,5.3732863210258985,C,0,Unknown
421,0,3,Mrs. Bridget OBrien,female,29.532928926475083,0,0,PC 22417,5.573009162223226,S,1,C
422,0,3,Mr. Mustafa Ozkan,male,18.4145275139418,0,2,PC 41300,0.3572897517867746,S,0,Unknown
423,1,1,Miss. Bishop,female,35.2952205381415,0,2,PC 38896,35.03676890934366,S,0,Unknown
424,1,3,Mr. Mustafa Ozkan,male,17.141932723029537,1,0,PC 60629,22.27755362977399,S,0,Unknown
425,0,1,Col. John Weir,male,29.343990111089028,0,0,PC 37606,191.17799527026145,C,0,Unknown
426,0,3,Mr. Olaf Dahl,male,35.58215984964704,1,0,PC 49916,10.004619602232038,S,0,Unknown
427,1,2,Mrs. Ethel Beane,female,29.930379863891222,0,0,PC 71330,12.583332314259668,S,0,Unknown
428,1,3,Mr. Mustafa Ozkan,male,33.15037728790147,0,0,PC 17551,0.4289427723737613,S,0,Unknown
429,0,2,Mr. Henry Reg,male,26.201962966704613,0,2,PC 66422,43.75265645670017,S,0,Unknown
430,1,1,Dr. Arthur Jackson,male,15.287570661932204,0,2,PC 77782,1.100029354318301,S,0,Unknown
431,0,1,Mr. William Sloper,male,40.18029766933945,1,0,PC 75391,228.22851785115293,S,0,Unknown
432,1,3,Mrs. Bridget OBrien,female,27.64722961342181,0,0,PC 73411,9.203782828774358,C,1,G
433,0,3,Mr. Patrick Murphy,male,20.32684863573569,0,2,PC 83185,5.732775943206167,S,0,Unknown
434,1,1,Miss. Charlotte Cardeza,female,19.534391067098845,3,1,PC 10888,216.71161844989936,C,0,Unknown
435,1,1,Dr. Arthur Jackson,male,54.0989477141249,0,0,PC 67135,2.074243964395304,S,0,Unknown
436,0,3,Mr. Olaf Dahl,male,25.416719342509296,0,0,PC 39424,11.931315511917106,S,0,Unknown
437,1,1,Miss. Bishop,female,13.48366639941213,0,0,PC 51559,66.87562035729718,S,0,Unknown
438,0,3,Miss. Mary Kelly,female,46.09752381534936,0,0,PC 21075,3.391989276583721,S,1,D
439,0,3,Mr. Patrick Murphy,male,23.52662951457816,1,0,PC 32699,7.674314556937701,S,0,Unknown
440,0,1,Mr. William Sloper,male,20.927653352938957,1,0,PC 57972,88.7301848906233,S,0,Unknown
441,1,1,Miss. Charlotte Cardeza,female,15.936237157101289,4,0,PC 19950,109.09619061341816,S,1,F
442,0,3,Mr. Patrick Murphy,male,29.843532548220768,0,0,PC 15413,0.0098244860852102,C,1,A
443,1,2,Miss. Nora Keane,female,41.137677085811625,0,0,PC 49305,57.179542688253655,S,1,B
444,1,2,Mrs. Ethel Beane,female,28.7365676807428,1,0,PC 13569,3.72093469597781,S,0,Unknown
445,0,3,Mrs. Leah Rosen,female,21.87260049698465,0,1,PC 76778,3.644549667730591,S,1,A
446,0,3,Mr. Mustafa Ozkan,male,12.308148322605929,0,1,PC 40085,4.189596849338269,S,0,Unknown
447,0,3,Miss. Mary Kelly,female,24.271129595055392,0,0,PC 86023,0.5281881224581023,S,0,Unknown
448,0,3,Mr. Mustafa Ozkan,male,31.355496275613987,0,0,PC 93845,1.7989157961219209,S,0,Unknown
449,0,2,Mr. George Harris,male,17.942287735445028,0,2,PC 46163,88.88600932359086,Q,0,Unknown
450,0,1,Col. John Weir,male,46.99921880126183,1,0,PC 59592,31.80684324021603,C,0,Unknown
451,1,3,Mr. Mustafa Ozkan,male,22.14846316850129,1,0,PC 97151,1.6783583249801404,S,1,A
452,1,3,Mrs. Anna Sage,female,27.826502137492653,0,0,PC 67333,1.5502770976173752,S,0,Unknown
453,1,2,Mrs. Esther Hart,female,29.930379863891222,0,0,PC 18039,26.31050412148364,S,0,Unknown
454,1,3,Mrs. Anna Sage,female,38.77440978671429,0,0,PC 18198,26.41430173467228,C,0,Unknown
455,1,1,Capt. Edward Smith,male,29.50200047604568,1,2,PC 44354,24.947583063571507,S,0,Unknown
456,0,3,Mr. Ali Hassan,male,52.95767902917692,0,0,PC 13824,0.2894976051689201,S,0,Unknown
457,0,1,Col. John Weir,male,29.343990111089028,1,0,PC 60420,21.20418629121178,C,0,Unknown
458,0,3,Miss. Dagmar Bryhl,female,35.07493513124248,0,2,PC 99535,0.797004962760395,S,1,G
459,1,1,Mr. William Sloper,male,30.615927969206965,0,0,PC 13436,9.167743197973552,S,0,Unknown
460,1,1,Miss. Charlotte Cardeza,female,15.388444140635094,0,0,PC 50857,47.44053290146432,S,0,Unknown
461,0,1,Col. John Weir,male,29.343990111089028,1,0,PC 26057,21.945735662361745,S,0,Unknown
462,1,3,Mr. Johan Larsson,male,32.51799523680749,0,0,PC 11310,9.940152234853391,S,0,Unknown
463,1,3,Miss. Dagmar Bryhl,female,35.49830966725599,0,0,PC 85355,4.005212727753855,S,0,Unknown
464,0,3,Mr. Ali Hassan,male,42.91356288805157,0,0,PC 88993,38.66696319069616,S,0,Unknown
465,0,3,Miss. Mary Kelly,female,43.730541808540565,1,0,PC 76013,32.3849448612164,S,0,Unknown
466,1,2,Mrs. Esther Hart,female,16.13004283814122,1,0,PC 70022,17.316996035274585,C,1,A
467,0,2,Mr. Charles Aldworth,male,14.475627264509528,0,0,PC 18906,9.058575128059138,S,1,B
468,0,3,Mr. Mustafa Ozkan,male,18.65791753476502,1,0,PC 19868,6.574456334515891,S,1,D
469,0,1,Major Fortescue,male,29.343990111089028,0,0,PC 28546,44.5852800533064,S,0,Unknown
470,1,3,Miss. Mary Kelly,female,22.356690183600023,0,0,PC 82855,17.815586827905523,C,1,G
471,1,1,Dr. Arthur Jackson,male,15.541710824243005,0,0,PC 43149,50.46900109647149,C,1,C
472,0,3,Mr. Ali Hassan,male,16.06657954174388,0,2,PC 77381,26.619428028652667,S,1,D
473,1,1,Col. John Weir,male,32.048408789905125,1,0,PC 33684,228.22851785115293,S,1,D
474,1,3,Mrs. Bridget OBrien,female,11.603418003837534,1,0,PC 39858,5.608670927242231,C,0,Unknown
475,0,3,Mr. Ali Hassan,male,28.128262692627143,0,1,PC 55330,11.269074270991595,S,1,F
476,0,3,Miss. Dagmar Bryhl,female,27.826502137492653,0,0,PC 69204,1.3683944815441769,S,0,Unknown
477,1,1,Miss. Bishop,female,39.96428598530507,1,0,PC 35293,18.79332276938827,C,0,Unknown
478,0,3,Mr. Johan Larsson,male,35.99688045878166,2,1,PC 66869,7.30928214021573,S,0,Unknown
479,0,3,Mr. Ali Hassan,male,38.07262719891801,0,1,PC 14629,3.1637020924390096,Q,1,B
480,1,3,Miss. Mary Kelly,female,37.07030008955789,3,0,PC 15704,28.660455442043297,C,1,G
481,1,3,Mr. Ali Hassan,male,29.843532548220768,0,0,PC 11776,2.360719529305213,S,0,Unknown
482,0,3,Miss. Mary Kelly,female,24.64227075742794,0,0,PC 67255,8.33210349173634,Q,0,Unknown
483,0,3,Mr. Mustafa Ozkan,male,36.42522000989672,1,1,PC 58281,12.749785971664435,S,1,E
484,0,3,Mr. Mustafa Ozkan,male,29.843532548220768,0,0,PC 41236,16.12782819659611,S,0,Unknown
485,1,3,Mrs. Anna Sage,female,22.08647016853832,0,0,PC 76780,6.617082081394658,S,0,Unknown
486,0,3,Mr. Ali Hassan,male,31.07866119093992,0,1,PC 11333,27.856408536142183,S,0,Unknown
487,0,1,Col. John Weir,male,29.343990111089028,1,0,PC 79205,70.56577411048858,S,1,B
488,0,2,Rev. Robert Bateman,male,39.38114967874815,1,0,PC 93120,11.984056299052565,C,0,Unknown
489,0,3,Mr. Johan Larsson,male,11.7789006382078,0,0,PC 60946,0.9536299522444476,S,0,Unknown
490,0,3,Mr. Johan Larsson,male,29.62260465944425,0,0,PC 65333,8.561243266932754,S,0,Unknown
491,0,3,Mr. Johan Larsson,male,16.855460546517083,0,0,PC 37277,23.54885891559021,S,0,Unknown
492,1,3,Mrs. Anna Sage,female,27.826502137492653,0,1,PC 60606,13.060490771762629,C,1,G
493,1,2,Mr. George Harris,male,25.598539624234085,0,0,PC 11933,36.94450620562176,S,0,Unknown
494,1,1,Mrs. Eleanor Fortune,female,60.75677644642802,1,0,PC 43514,57.22430064843783,S,0,Unknown
495,0,3,Mr. Mustafa Ozkan,male,39.863853147203024,0,0,PC 99893,1.7273896422415755,S,0,Unknown
496,1,2,Miss. Nora Keane,female,34.495439730682605,0,0,PC 72958,0.2842880693842256,S,0,Unknown
497,0,3,Mr. Mustafa Ozkan,male,29.843532548220768,0,2,PC 16827,4.949603211642215,S,0,Unknown
498,1,1,Mrs. Eleanor Fortune,female,16.676526445540514,0,0,PC 40844,100.57292370494773,S,0,Unknown
499,0,3,Mr. Ali Hassan,male,26.759973904128376,3,0,PC 10792,21.39784029046169,S,1,A
500,0,3,Mr. Olaf Dahl,male,29.974783268600557,0,2,PC 49695,4.803574792376341,S,1,B
501,0,3,Mr. Patrick Murphy,male,20.08445349331319,0,0,PC 93187,9.377548368509938,Q,0,Unknown
502,0,3,Mr. Patrick Murphy,male,29.843532548220768,0,0,PC 52510,7.489217123754276,S,0,Unknown
503,0,2,Rev. Robert Bateman,male,64.55571320755118,0,0,PC 49137,10.940347648054404,S,1,F
504,0,3,Mr. Johan Larsson,male,10.930296881242237,0,1,PC 94610,3.604714894640128,S,0,Unknown
505,1,3,Miss. Mary Kelly,female,36.24507309842496,0,0,PC 83410,2.008586073566182,S,1,E
506,0,1,Dr. Arthur Jackson,male,27.153546939571683,0,0,PC 92212,18.397074565554945,S,0,Unknown
507,0,3,Mr. Johan Larsson,male,34.25675941169562,0,0,PC 49632,0.779833397579818,S,0,Unknown
508,0,3,Mr. Patrick Murphy,male,29.71228182784098,0,0,PC 46790,3.025092946648527,S,0,Unknown
509,1,3,Miss. Mary Kelly,female,24.26952094093238,0,0,PC 93568,0.1266357763875221,S,0,Unknown
