PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
287,0,3,Mr. Ali Hassan,male,52.54552981977264,0,0,PC 88411,8.190970708258977,,S
288,0,3,Miss. Dagmar Bryhl,female,50.28314921009901,0,0,PC 20686,5.541661544997176,,S
289,0,2,Mr. George Harris,male,33.725651742077495,0,0,PC 27536,11.939447457213479,C131,Q
290,1,3,Mrs. Anna Sage,female,15.633224880211035,0,0,PC 44062,4.175093360984671,,C
291,0,1,Major Fortescue,male,28.749151576099862,0,0,PC 58216,15.118789025469974,,S
292,1,1,Mr. William Sloper,male,19.659587335060138,0,0,PC 35041,98.14756795166245,C74,C
293,1,3,Mrs. Bridget OBrien,female,35.42897589684989,1,0,PC 41653,9.901298009555097,,S
294,1,2,Mr. Charles Aldworth,male,32.87243854345679,0,1,PC 31673,4.623062112916068,,C
295,1,1,Miss. Charlotte Cardeza,female,30.92168083271144,1,0,PC 20367,32.34494576081911,,C
296,0,3,Mrs. Bridget OBrien,female,,0,6,PC 29629,12.275438391312068,,S
297,1,3,Mr. Mustafa Ozkan,male,32.22173881995891,1,0,PC 98636,1.0270988540768593,,S
298,1,1,Dr. Arthur Jackson,male,,0,0,PC 82190,13.400263820847657,,S
299,0,3,Mrs. Leah Rosen,female,,0,0,PC 35063,1.0421137025953853,,S
300,0,1,Col. John Weir,male,20.599043815833095,0,0,PC 29322,140.53222531291996,A26,S
301,0,1,Major Fortescue,male,16.861084422662987,0,0,PC 94546,117.26215449539797,,C
302,1,3,Mr. Olaf Dahl,male,40.53617571328125,1,1,PC 22693,19.174995064961916,,S
303,0,3,Mr. Ali Hassan,male,26.01713052442339,0,2,PC 19241,17.261003641662608,,S
304,0,3,Mr. Olaf Dahl,male,30.980832354271282,0,2,PC 39778,15.163187455271432,,S
305,0,3,Miss. Dagmar Bryhl,female,,1,0,PC 22651,8.87976948910208,,S
306,1,3,Mrs. Bridget OBrien,female,44.962578736036626,0,1,PC 35966,14.083594350580498,,S
307,1,3,Miss. Mary Kelly,female,36.46935243637171,0,0,PC 19275,0.5358992768792922,,S
308,1,2,Mrs. Esther Hart,female,29.293673257272097,0,0,PC 55606,20.108915948413095,,S
309,0,3,Mr. Mustafa Ozkan,male,27.320837231410138,0,1,PC 11658,20.61202226772039,,S
310,0,2,Mrs. Ethel Beane,female,18.68538093866344,0,0,PC 82468,14.362988076724005,,S
311,0,2,Rev. Robert Bateman,male,20.81894410873011,0,0,PC 24248,9.157870586178575,,Q
312,0,1,Capt. Edward Smith,male,12.513113090897445,8,0,PC 34437,27.294662557423745,E127,S
313,0,1,Mr. William Sloper,male,36.79637656319796,0,0,PC 49727,86.47507424066865,,S
314,0,3,Mr. Patrick Murphy,male,,0,0,PC 28201,16.1695644592363,,S
315,1,3,Miss. Mary Kelly,female,39.043745298462724,0,0,PC 51150,28.053376869517763,,S
316,1,3,Miss. Mary Kelly,female,,1,4,PC 99891,5.741097349551594,D88,S
317,0,2,Mr. Charles Aldworth,male,51.01702763732651,1,0,PC 24999,30.401810381610304,,S
318,0,1,Major Fortescue,male,23.906036614468217,0,0,PC 16376,69.22160515432873,,S
319,1,1,Lady Duff-Gordon,female,34.86655841761273,1,0,PC 61673,180.11152355518908,,C
320,0,2,Mr. Henry Reg,male,14.846331611376876,0,0,PC 13476,15.532830747129944,,S
321,0,3,Mr. Ali Hassan,male,45.97118926542504,0,0,PC 79902,9.987895522697546,,S
322,0,3,Mr. Johan Larsson,male,37.62462504455547,0,0,PC 87994,11.815684616788252,,C
323,1,3,Mrs. Anna Sage,female,24.38014409266301,0,1,PC 72878,18.954765489294548,,S
324,1,2,Miss. Nora Keane,female,22.34871294862286,0,2,PC 30615,69.21257443764381,,S
325,0,3,Mr. Mustafa Ozkan,male,,1,1,PC 21164,1.0468117358035163,D149,S
326,1,3,Mr. Patrick Murphy,male,45.91229228179351,0,1,PC 49316,0.7523384670619898,,S
327,0,3,Mrs. Bridget OBrien,female,18.746258485122414,3,0,PC 78560,37.99550390012822,,C
328,1,3,Miss. Mary Kelly,female,,0,1,PC 39559,10.340184500379847,,S
329,0,2,Mr. Thomas Byles,male,21.96459536103192,0,0,PC 72968,19.75318337039492,,C
330,1,2,Miss. Kate Buss,female,,0,0,PC 76800,13.632981393882622,B119,Q
331,0,2,Rev. Robert Bateman,male,20.946851138276898,0,0,PC 19047,2.0355957050677027,,Q
332,1,3,Mr. Olaf Dahl,male,15.137251167552883,0,0,PC 54985,20.021224296880828,E25,C
333,1,1,Mrs. Margaret Brown,female,37.95927413092505,0,0,PC 82123,115.52134523538672,,S
334,0,1,Major Fortescue,male,,0,2,PC 16577,31.3769664798606,B96,S
335,0,1,Capt. Edward Smith,male,36.981352587797005,0,0,PC 93171,30.71276138012682,,S
336,0,1,Mr. William Sloper,male,,1,0,PC 13870,152.81114457606688,,S
337,0,3,Mr. Olaf Dahl,male,63.19197499189367,0,0,PC 44094,1.0289877697564422,B51,C
338,1,3,Mrs. Leah Rosen,female,57.458803749987396,0,0,PC 65329,29.174366132705366,,
339,0,3,Mr. Johan Larsson,male,57.75225516744622,0,0,PC 19217,4.063474909753509,,Q
340,1,1,Miss. Bishop,female,22.093239516398086,2,0,PC 93138,75.5079880329162,C85,C
341,1,3,Mr. Patrick Murphy,male,38.146298337768044,1,0,PC 76141,37.65830307925877,D54,Q
342,0,3,Mr. Patrick Murphy,male,30.11401359008775,0,0,PC 32343,15.53010416167885,,C
343,1,1,Mr. William Sloper,male,29.869910184803253,0,1,PC 60822,44.954215059468666,,S
344,1,2,Miss. Nora Keane,female,45.14269011247946,0,0,PC 23003,24.21240823583228,A45,S
345,0,2,Mr. Henry Reg,male,35.74049086833393,4,0,PC 69538,8.726363380207273,,S
346,0,3,Mrs. Leah Rosen,female,27.15140514442117,0,0,PC 42089,4.448438539789343,,S
347,1,3,Mr. Ali Hassan,male,,0,0,PC 63595,78.21026289505402,,S
348,1,1,Miss. Charlotte Cardeza,female,35.877566943012404,0,1,PC 93197,116.71466453757634,D118,C
349,0,2,Mr. Henry Reg,male,,0,0,PC 92318,21.421374389741032,,C
350,0,3,Mrs. Bridget OBrien,female,45.04454575026231,3,0,PC 40029,6.013671475488416,A147,S
351,1,3,Mrs. Anna Sage,female,44.419363683608026,0,1,PC 89023,0.6906217479979915,,S
352,1,3,Mrs. Leah Rosen,female,33.57114060014223,0,0,PC 61324,0.43222629245454736,,S
353,1,3,Miss. Dagmar Bryhl,female,16.732763381306228,0,0,PC 61962,11.067446523269155,,S
354,1,1,Miss. Bishop,female,,1,0,PC 49042,120.59225624205673,,S
355,0,1,Mr. William Sloper,male,58.833760680399216,1,2,PC 97601,64.75119388818247,,S
356,0,3,Mr. Olaf Dahl,male,35.34182471736064,0,1,PC 86380,25.17375329815507,,S
357,0,1,Col. John Weir,male,49.034911981371124,0,0,PC 94859,2.8558294689521473,F68,S
358,1,3,Miss. Mary Kelly,female,17.11929013160929,1,0,PC 55957,6.259437786730957,,S
359,0,3,Mr. Mustafa Ozkan,male,80.0,0,0,PC 92864,3.707076256201119,,S
360,1,3,Mrs. Leah Rosen,female,11.562437602348314,0,2,PC 53739,8.122606873044324,F123,S
361,0,2,Mr. George Harris,male,35.58031945896097,0,2,PC 48733,1.5551749489435445,,S
362,0,3,Mr. Ali Hassan,male,,4,0,PC 55389,42.2231226911705,,S
363,0,3,Mr. Ali Hassan,male,45.04381857880243,0,1,PC 39715,3.461218472904859,,Q
364,1,3,Mrs. Leah Rosen,female,18.784193798221054,1,0,PC 49116,35.00350133149938,E106,S
365,0,3,Mr. Patrick Murphy,male,26.112736658592524,1,0,PC 66922,7.602674697390175,B58,S
366,0,2,Mr. George Harris,male,32.5266014636369,0,0,PC 66251,87.67013823648853,,C
367,0,3,Mr. Ali Hassan,male,39.68842183264313,0,0,PC 71794,11.063671190056876,,S
368,0,3,Mr. Mustafa Ozkan,male,25.897262879012295,0,2,PC 27580,36.595843396529105,,Q
369,0,1,Col. John Weir,male,30.837025166941473,0,0,PC 10823,0.45052104336143173,,S
370,0,1,Col. John Weir,male,,0,0,PC 17084,115.85903988487574,,S
371,1,1,Miss. Charlotte Cardeza,female,28.98043719667782,0,2,PC 87991,196.0195972395533,,S
372,1,1,Mr. William Sloper,male,,1,2,PC 20607,12.641833712999224,,S
373,0,1,Col. John Weir,male,,3,0,PC 92455,8.489472163145079,,S
374,0,3,Mr. Mustafa Ozkan,male,32.68620016383006,0,0,PC 94930,7.571198447412287,,S
375,0,1,Dr. Arthur Jackson,male,32.19127211117257,0,0,PC 86355,227.91277105947194,,S
376,0,2,Mr. Henry Reg,male,20.22141175613773,0,0,PC 21969,16.181820711087113,,S
377,0,3,Mr. Patrick Murphy,male,25.759395952356968,0,2,PC 73059,10.269867925494925,,S
378,1,1,Dr. Arthur Jackson,male,11.030522759943016,1,2,PC 27333,12.779187765376886,,S
379,0,3,Mr. Ali Hassan,male,25.112433608129223,0,0,PC 87236,0.010820574020995335,,S
380,1,2,Mrs. Esther Hart,female,11.224482995044548,0,0,PC 46668,34.392404128711334,,S
381,1,1,Miss. Bishop,female,22.419421967757142,1,0,PC 21945,7.6985084169671305,,S
382,1,3,Mrs. Bridget OBrien,female,16.79757965297224,0,2,PC 56526,13.76455026834571,,S
383,0,3,Mr. Mustafa Ozkan,male,19.24733747549358,0,0,PC 57717,33.710245654262394,,S
384,1,3,Mr. Johan Larsson,male,49.761368834956585,0,0,PC 69426,3.206037678477506,,S
385,0,3,Mr. Johan Larsson,male,,0,0,PC 94166,14.993821362607225,,S
386,0,3,Mr. Mustafa Ozkan,male,23.364633065580914,0,0,PC 98896,1.1229618465227773,,S
387,1,2,Mrs. Ethel Beane,female,32.528358851303096,1,0,PC 88349,19.16246475798929,,Q
388,0,1,Col. John Weir,male,9.770865159012684,1,0,PC 14601,15.039779641452768,,S
389,0,3,Mr. Johan Larsson,male,,0,2,PC 22930,18.24333489307681,E38,S
390,0,3,Mr. Johan Larsson,male,31.177471866303662,2,2,PC 14333,4.910566149232154,,S
391,0,3,Mrs. Leah Rosen,female,16.358158600348325,0,1,PC 80935,8.528052518190169,,C
392,1,2,Mr. Thomas Byles,male,13.282599207816656,1,0,PC 27839,18.937769656853053,F120,S
393,0,2,Mr. Charles Aldworth,male,,0,0,PC 61337,3.8888052111406775,B59,Q
394,0,3,Mr. Johan Larsson,male,9.98006128704442,1,0,PC 50204,18.541482382900107,,Q
395,0,2,Mr. Charles Aldworth,male,23.19962194952442,1,0,PC 30195,7.461397608425061,,S
396,0,3,Mr. Johan Larsson,male,15.270473330799096,0,2,PC 37848,14.875599279611928,,Q
397,0,3,Mr. Mustafa Ozkan,male,7.399174626672021,2,0,PC 99229,2.3606673579525093,,S
398,0,2,Mr. Henry Reg,male,45.33929398098585,1,0,PC 50854,24.11817599536592,,C
399,0,3,Mr. Johan Larsson,male,37.79771272428341,1,2,PC 60998,1.879387346845535,,S
400,0,3,Mr. Mustafa Ozkan,male,,0,2,PC 77390,7.589874308433618,C58,S
401,0,1,Major Fortescue,male,,1,0,PC 41558,23.852955751022833,,S
402,0,3,Mr. Johan Larsson,male,15.283458285622757,1,0,PC 12985,18.903484492202477,A29,C
403,1,3,Mrs. Anna Sage,female,22.01319789073282,0,0,PC 71794,4.162866753101605,,S
404,1,3,Mrs. Bridget OBrien,female,,3,0,PC 53585,29.245086012582608,A133,S
405,1,2,Mr. Thomas Byles,male,24.607025520071645,0,0,PC 94814,46.03598704377434,,S
406,0,3,Mr. Mustafa Ozkan,male,44.011246314756214,0,0,PC 50264,2.996259322472583,,S
407,0,2,Mr. Thomas Byles,male,,0,2,PC 43326,19.69644087688687,A77,S
408,1,1,Major Fortescue,male,32.71319447870666,0,0,PC 94816,7.711681609615972,,S
409,0,3,Mrs. Anna Sage,female,,0,0,PC 69261,6.806424921776248,,S
410,1,1,Capt. Edward Smith,male,,0,0,PC 44022,104.94915486199125,G128,S
411,1,2,Mrs. Ethel Beane,female,,3,0,PC 25667,22.296275650507845,C136,S
412,0,3,Mr. Ali Hassan,male,37.46673654290932,0,1,PC 28065,13.42642958405157,,S
413,0,3,Mr. Mustafa Ozkan,male,,0,0,PC 97191,4.54893821559533,,S
414,0,3,Mrs. Bridget OBrien,female,,0,0,PC 20006,6.505517591893011,,Q
415,0,3,Mrs. Anna Sage,female,17.796662210928282,0,0,PC 81819,1.488359497403929,A87,S
416,1,3,Mrs. Bridget OBrien,female,19.71689523968885,2,1,PC 55076,17.391900995015707,B63,Q
417,1,2,Miss. Nora Keane,female,33.22534879479556,0,0,PC 78861,14.509772171531758,,C
418,0,2,Mr. George Harris,male,25.598539624234085,1,1,PC 60393,25.53607784083255,,S
419,1,3,Miss. Dagmar Bryhl,female,,0,0,PC 13143,3.9219596915646697,,S
420,0,3,Mr. Olaf Dahl,male,16.972294934138397,0,0,PC 67505,5.3732863210258985,,C
421,0,3,Mrs. Bridget OBrien,female,29.532928926475083,0,0,PC 22417,5.573009162223226,C56,S
422,0,3,Mr. Mustafa Ozkan,male,18.4145275139418,0,2,PC 41300,0.35728975178677463,,S
423,1,1,Miss. Bishop,female,35.2952205381415,0,2,PC 38896,35.03676890934366,,S
424,1,3,Mr. Mustafa Ozkan,male,17.141932723029537,1,0,PC 60629,22.27755362977399,,S
425,0,1,Col. John Weir,male,,0,0,PC 37606,191.17799527026145,,C
426,0,3,Mr. Olaf Dahl,male,35.58215984964704,1,0,PC 49916,10.004619602232038,,S
427,1,2,Mrs. Ethel Beane,female,,0,0,PC 71330,12.583332314259668,,S
428,1,3,Mr. Mustafa Ozkan,male,33.15037728790147,0,0,PC 17551,0.4289427723737613,,S
429,0,2,Mr. Henry Reg,male,26.201962966704613,0,2,PC 66422,43.75265645670017,,S
430,1,1,Dr. Arthur Jackson,male,15.287570661932204,0,2,PC 77782,1.100029354318301,,S
431,0,1,Mr. William Sloper,male,40.18029766933945,1,0,PC 75391,243.2546247897249,,S
432,1,3,Mrs. Bridget OBrien,female,27.647229613421814,0,0,PC 73411,9.203782828774358,G112,C
433,0,3,Mr. Patrick Murphy,male,20.32684863573569,0,2,PC 83185,5.732775943206167,,S
434,1,1,Miss. Charlotte Cardeza,female,19.534391067098845,3,1,PC 10888,216.71161844989936,,C
435,1,1,Dr. Arthur Jackson,male,54.098947714124904,0,0,PC 67135,2.0742439643953037,,S
436,0,3,Mr. Olaf Dahl,male,25.416719342509296,0,0,PC 39424,11.931315511917106,,S
437,1,1,Miss. Bishop,female,13.48366639941213,0,0,PC 51559,66.87562035729718,,S
438,0,3,Miss. Mary Kelly,female,46.097523815349355,0,0,PC 21075,3.391989276583721,D117,S
439,0,3,Mr. Patrick Murphy,male,23.52662951457816,1,0,PC 32699,7.674314556937701,,S
440,0,1,Mr. William Sloper,male,20.927653352938954,1,0,PC 57972,88.7301848906233,,S
441,1,1,Miss. Charlotte Cardeza,female,15.936237157101289,4,0,PC 19950,109.09619061341817,F46,S
442,0,3,Mr. Patrick Murphy,male,,0,0,PC 15413,0.009824486085210289,A66,C
443,1,2,Miss. Nora Keane,female,41.137677085811625,0,0,PC 49305,57.179542688253655,B7,S
444,1,2,Mrs. Ethel Beane,female,28.736567680742798,1,0,PC 13569,3.72093469597781,,S
445,0,3,Mrs. Leah Rosen,female,21.87260049698465,0,1,PC 76778,3.644549667730591,A105,S
446,0,3,Mr. Mustafa Ozkan,male,12.308148322605929,0,1,PC 40085,4.189596849338269,,S
447,0,3,Miss. Mary Kelly,female,24.271129595055392,0,0,PC 86023,0.5281881224581023,,S
448,0,3,Mr. Mustafa Ozkan,male,31.355496275613987,0,0,PC 93845,1.7989157961219209,,S
449,0,2,Mr. George Harris,male,17.942287735445028,0,2,PC 46163,88.88600932359086,,Q
450,0,1,Col. John Weir,male,46.99921880126183,1,0,PC 59592,31.80684324021603,,C
451,1,3,Mr. Mustafa Ozkan,male,22.148463168501294,1,0,PC 97151,1.6783583249801404,A65,S
452,1,3,Mrs. Anna Sage,female,,0,0,PC 67333,1.5502770976173752,,S
453,1,2,Mrs. Esther Hart,female,,0,0,PC 18039,26.31050412148364,,S
454,1,3,Mrs. Anna Sage,female,38.77440978671429,0,0,PC 18198,26.414301734672282,,C
455,1,1,Capt. Edward Smith,male,29.50200047604568,1,2,PC 44354,24.947583063571507,,S
456,0,3,Mr. Ali Hassan,male,52.95767902917692,0,0,PC 13824,0.28949760516892015,,S
457,0,1,Col. John Weir,male,,1,0,PC 60420,21.20418629121178,,C
458,0,3,Miss. Dagmar Bryhl,female,35.07493513124248,0,2,PC 99535,0.797004962760395,G140,S
459,1,1,Mr. William Sloper,male,30.615927969206965,0,0,PC 13436,9.167743197973552,,S
460,1,1,Miss. Charlotte Cardeza,female,15.388444140635094,0,0,PC 50857,47.44053290146432,,S
461,0,1,Col. John Weir,male,,1,0,PC 26057,21.945735662361745,,S
462,1,3,Mr. Johan Larsson,male,32.51799523680749,0,0,PC 11310,9.940152234853391,,S
463,1,3,Miss. Dagmar Bryhl,female,35.49830966725599,0,0,PC 85355,4.005212727753855,,S
464,0,3,Mr. Ali Hassan,male,42.91356288805157,0,0,PC 88993,38.66696319069616,,S
465,0,3,Miss. Mary Kelly,female,43.730541808540565,1,0,PC 76013,32.3849448612164,,S
466,1,2,Mrs. Esther Hart,female,16.13004283814122,1,0,PC 70022,17.316996035274585,A22,C
467,0,2,Mr. Charles Aldworth,male,14.475627264509527,0,0,PC 18906,9.058575128059138,B137,S
468,0,3,Mr. Mustafa Ozkan,male,18.65791753476502,1,0,PC 19868,6.574456334515891,D107,S
469,0,1,Major Fortescue,male,,0,0,PC 28546,44.5852800533064,,S
470,1,3,Miss. Mary Kelly,female,22.356690183600023,0,0,PC 82855,17.815586827905523,G75,C
471,1,1,Dr. Arthur Jackson,male,15.541710824243005,0,0,PC 43149,50.46900109647149,C130,C
472,0,3,Mr. Ali Hassan,male,16.06657954174388,0,2,PC 77381,26.619428028652667,D118,S
473,1,1,Col. John Weir,male,32.048408789905125,1,0,PC 33684,242.26420077066192,D4,S
474,1,3,Mrs. Bridget OBrien,female,11.603418003837534,1,0,PC 39858,5.608670927242231,,C
475,0,3,Mr. Ali Hassan,male,28.128262692627146,0,1,PC 55330,11.269074270991595,F110,S
476,0,3,Miss. Dagmar Bryhl,female,,0,0,PC 69204,1.3683944815441769,,S
477,1,1,Miss. Bishop,female,39.96428598530507,1,0,PC 35293,18.79332276938827,,C
478,0,3,Mr. Johan Larsson,male,35.99688045878166,2,1,PC 66869,7.30928214021573,,S
479,0,3,Mr. Ali Hassan,male,38.07262719891801,0,1,PC 14629,3.1637020924390096,B67,Q
480,1,3,Miss. Mary Kelly,female,37.07030008955789,3,0,PC 15704,28.660455442043297,G17,C
481,1,3,Mr. Ali Hassan,male,,0,0,PC 11776,2.360719529305213,,S
482,0,3,Miss. Mary Kelly,female,24.64227075742794,0,0,PC 67255,8.33210349173634,,Q
483,0,3,Mr. Mustafa Ozkan,male,36.42522000989672,1,1,PC 58281,12.749785971664435,E91,S
484,0,3,Mr. Mustafa Ozkan,male,,0,0,PC 41236,16.12782819659611,,S
485,1,3,Mrs. Anna Sage,female,22.08647016853832,0,0,PC 76780,6.617082081394658,,S
486,0,3,Mr. Ali Hassan,male,31.07866119093992,0,1,PC 11333,27.856408536142183,,S
487,0,1,Col. John Weir,male,,1,0,PC 79205,70.56577411048858,B84,S
488,0,2,Rev. Robert Bateman,male,39.381149678748145,1,0,PC 93120,11.984056299052565,,C
489,0,3,Mr. Johan Larsson,male,11.7789006382078,0,0,PC 60946,0.9536299522444477,,S
490,0,3,Mr. Johan Larsson,male,29.62260465944425,0,0,PC 65333,8.561243266932754,,S
491,0,3,Mr. Johan Larsson,male,16.855460546517083,0,0,PC 37277,23.54885891559021,,S
492,1,3,Mrs. Anna Sage,female,,0,1,PC 60606,13.060490771762629,G46,C
493,1,2,Mr. George Harris,male,,0,0,PC 11933,36.94450620562176,,S
494,1,1,Mrs. Eleanor Fortune,female,60.75677644642802,1,0,PC 43514,57.22430064843783,,S
495,0,3,Mr. Mustafa Ozkan,male,39.863853147203024,0,0,PC 99893,1.7273896422415755,,S
496,1,2,Miss. Nora Keane,female,34.495439730682605,0,0,PC 72958,0.2842880693842256,,S
497,0,3,Mr. Mustafa Ozkan,male,,0,2,PC 16827,4.949603211642215,,S
498,1,1,Mrs. Eleanor Fortune,female,16.676526445540514,0,0,PC 40844,100.57292370494771,,S
499,0,3,Mr. Ali Hassan,male,26.759973904128376,3,0,PC 10792,21.397840290461694,A8,S
500,0,3,Mr. Olaf Dahl,male,29.974783268600554,0,2,PC 49695,4.803574792376341,B22,S
501,0,3,Mr. Patrick Murphy,male,20.08445349331319,0,0,PC 93187,9.377548368509938,,Q
502,0,3,Mr. Patrick Murphy,male,,0,0,PC 52510,7.489217123754276,,S
503,0,2,Rev. Robert Bateman,male,64.55571320755118,0,0,PC 49137,10.940347648054404,F19,S
504,0,3,Mr. Johan Larsson,male,10.930296881242235,0,1,PC 94610,3.6047148946401277,,S
505,1,3,Miss. Mary Kelly,female,36.24507309842496,0,0,PC 83410,2.008586073566182,E87,S
506,0,1,Dr. Arthur Jackson,male,27.153546939571683,0,0,PC 92212,18.397074565554945,,S
507,0,3,Mr. Johan Larsson,male,34.25675941169562,0,0,PC 49632,0.779833397579818,,S
508,0,3,Mr. Patrick Murphy,male,29.71228182784098,0,0,PC 46790,3.025092946648527,,S
509,1,3,Miss. Mary Kelly,female,24.26952094093238,0,0,PC 93568,0.12663577638752216,,S
510,0,3,Mr. Olaf Dahl,male,13.361160730941776,3,0,PC 40885,13.520117116369136,,S
511,0,3,Mr. Olaf Dahl,male,37.34834158896187,0,0,PC 75214,5.210745039362209,G19,C
512,0,2,Mr. George Harris,male,33.94497546533789,0,0,PC 86544,74.87795495870405,,S
513,0,3,Miss. Dagmar Bryhl,female,34.00138354940771,0,0,PC 54870,2.949891459006019,,S
514,0,3,Mrs. Bridget OBrien,female,45.771217688458904,0,0,PC 58110,5.814085966417652,,S
515,0,1,Capt. Edward Smith,male,21.801632458743484,1,1,PC 15171,37.205245513662845,,S
516,1,1,Lady Duff-Gordon,female,27.124311788787615,0,1,PC 19589,0.7129426469220487,,S
517,1,2,Mrs. Ethel Beane,female,,1,0,PC 28077,37.832218021083385,,S
518,0,3,Mr. Olaf Dahl,male,21.39867281867651,0,0,PC 74874,0.44548932160834603,C101,S
519,1,3,Mrs. Anna Sage,female,14.292945627925167,0,0,PC 82246,38.58485074286853,,S
520,0,1,Major Fortescue,male,18.935843893411864,1,2,PC 95772,187.01026889923352,,S
521,0,3,Mr. Mustafa Ozkan,male,7.86568582535787,0,1,PC 48227,10.505720384011699,,Q
522,0,2,Mr. Henry Reg,male,32.585772462688574,0,1,PC 24937,16.236582483868187,F57,S
523,1,3,Mr. Ali Hassan,male,61.800155817220556,0,0,PC 19754,14.531245700493784,,S
524,0,3,Mr. Patrick Murphy,male,15.606342765181527,1,0,PC 35688,6.70576546719931,,C
525,0,3,Mrs. Anna Sage,female,24.14262855989648,0,0,PC 17048,14.274264522118678,,S
526,0,3,Mr. Olaf Dahl,male,56.805942720295285,1,0,PC 32568,0.6274797687205481,B105,S
527,0,2,Mr. George Harris,male,34.9798492668082,0,0,PC 85019,1.1501552847296148,,S
528,0,2,Mr. George Harris,male,31.600653625649386,1,2,PC 27545,12.649157168887882,C105,S
529,1,1,Mrs. Margaret Brown,female,,0,0,PC 92949,67.00417226021237,,S
530,1,3,Mr. Olaf Dahl,male,25.287118464326788,1,0,PC 55217,29.970524430831226,,C
531,0,3,Mr. Johan Larsson,male,20.599318822554785,0,0,PC 58122,1.5145686004373766,,S
532,0,3,Mr. Patrick Murphy,male,33.5594208365487,1,2,PC 43746,23.695772219370202,,S
533,1,3,Mr. Patrick Murphy,male,33.91631010766756,0,0,PC 18709,3.2302169063677932,,S
534,0,3,Miss. Mary Kelly,female,22.39259631091392,0,0,PC 35358,6.863882707108714,A63,C
535,0,3,Miss. Dagmar Bryhl,female,24.421112777489792,0,2,PC 21023,5.215295479068228,E5,S
536,0,3,Mr. Johan Larsson,male,45.83929185940205,0,0,PC 38756,7.001856901519816,,S
537,0,3,Mrs. Bridget OBrien,female,48.20595816253308,0,0,PC 73175,2.234497925828533,,S
538,0,2,Mr. George Harris,male,23.391759702858437,2,0,PC 64281,14.496477903997496,,S
539,1,3,Mrs. Anna Sage,female,,4,0,PC 59289,22.162281399200356,G116,S
540,1,1,Capt. Edward Smith,male,15.149672110127474,0,1,PC 68097,48.935170893897194,,S
541,0,3,Mr. Mustafa Ozkan,male,24.380197826389583,2,1,PC 86681,9.241312635489656,,Q
542,0,3,Mr. Ali Hassan,male,,0,0,PC 96728,25.878443135601273,G121,S
543,1,1,Miss. Charlotte Cardeza,female,12.134973213507699,0,0,PC 57259,102.84734880162577,,S
544,1,3,Mr. Patrick Murphy,male,32.837042227704345,1,0,PC 28839,9.237032481232715,,S
545,0,3,Mr. Patrick Murphy,male,,0,0,PC 37410,4.0825444091263225,,S
546,0,2,Rev. Robert Bateman,male,49.78333484339998,4,0,PC 21447,44.757257847620075,,S
547,1,1,Miss. Bishop,female,50.91505784670477,0,0,PC 96569,72.27623189186022,,S
548,0,3,Mr. Patrick Murphy,male,,0,0,PC 85665,3.4240922068945956,,C
549,0,3,Miss. Dagmar Bryhl,female,32.799502262921514,0,1,PC 23907,4.2950274454232895,A51,S
550,0,3,Miss. Dagmar Bryhl,female,24.305325296478472,0,0,PC 31637,22.265614789620642,A74,S
551,0,3,Mr. Olaf Dahl,male,31.704099145735427,0,0,PC 48196,0.6185500559640895,G12,S
552,1,3,Mrs. Anna Sage,female,25.097741506565825,8,0,PC 32369,66.30668513616612,,S
553,0,3,Mr. Johan Larsson,male,45.97028339796533,1,1,PC 12589,1.9134293870053745,,S
554,0,3,Mrs. Leah Rosen,female,37.37164628170341,1,0,PC 33560,21.782606130157205,,C
555,0,3,Mr. Olaf Dahl,male,,0,0,PC 13034,6.8795305234127495,,Q
556,1,2,Miss. Nora Keane,female,37.65939462437882,0,0,PC 10169,14.02837922837214,,S
557,1,1,Miss. Charlotte Cardeza,female,10.790597298456255,0,0,PC 13239,178.55878022823862,,S
558,1,1,Mrs. Margaret Brown,female,,0,0,PC 13415,44.736650715063,,C
559,1,3,Miss. Mary Kelly,female,19.95272078248141,0,1,PC 95488,10.564004466727761,,S
560,0,3,Mr. Patrick Murphy,male,49.3331008821625,1,2,PC 86944,0.692622248725334,D147,S
561,0,3,Mr. Johan Larsson,male,22.290808436426012,0,1,PC 13484,0.03219819900289781,,S
562,1,1,Mrs. Eleanor Fortune,female,28.962646148868192,0,0,PC 63987,23.584889662804912,,C
563,1,1,Col. John Weir,male,23.86242008638602,0,0,PC 28225,95.86568130067289,E12,S
564,1,1,Col. John Weir,male,34.1508005216517,0,0,PC 90459,10.858829885147054,,C
565,1,2,Mrs. Ethel Beane,female,15.566466386388889,0,3,PC 71104,2.4999326852874777,,C
566,0,3,Miss. Mary Kelly,female,7.8001886241788485,2,0,PC 30936,7.250892388944447,,S
567,1,2,Mrs. Ada Clarke,female,47.73682077126093,0,0,PC 49612,21.603787916749944,,S
568,0,2,Mr. Thomas Byles,male,52.21282814314566,1,0,PC 94946,25.77242742577967,,C
569,1,3,Mrs. Leah Rosen,female,22.272519252243825,0,0,PC 49952,2.6929172045862955,,S
570,1,2,Mr. Charles Aldworth,male,18.457960976409233,0,0,PC 68945,1.7167346944797355,A49,S
571,1,3,Mrs. Anna Sage,female,25.186817237230493,0,0,PC 97399,38.63468417984622,,S
572,1,3,Mr. Olaf Dahl,male,15.735326037818192,1,0,PC 15380,4.137482411921603,,S
573,1,2,Miss. Kate Buss,female,,1,1,PC 60298,39.7374298446207,,S
